data-object,key,variants.sku,variants.key,variants.images.label,variants.images.url,variants.images.dimensions.w,variants.images.dimensions.h
image,KeySnowboard0064,SKU-SNW-2202,VariantKeySNW-2202,SNW-Image64-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-64-01/0.jpg,700,700
variant,KeySnowboard0064,SKU-SNW-2202-0001,VariantKeySNW-2202-0001,SNW-Image64-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-64-01/0.jpg,700,700
variant,KeySnowboard0064,SKU-SNW-2202-0002,VariantKeySNW-2202-0002,SNW-Image64-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-64-01/0.jpg,700,700
variant,KeySnowboard0064,SKU-SNW-2202-0003,VariantKeySNW-2202-0003,SNW-Image64-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-64-01/0.jpg,700,700
variant,KeySnowboard0064,SKU-SNW-2202-0004,VariantKeySNW-2202-0004,SNW-Image64-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-64-01/0.jpg,700,700
variant,KeySnowboard0064,SKU-SNW-2202-0005,VariantKeySNW-2202-0005,SNW-Image64-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-64-01/0.jpg,700,700
variant,KeySnowboard0064,SKU-SNW-2202-0006,VariantKeySNW-2202-0006,SNW-Image64-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-64-01/0.jpg,700,700
variant,KeySnowboard0064,SKU-SNW-2202-0007,VariantKeySNW-2202-0007,SNW-Image64-07-0007,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-64-01/0.jpg,700,700
variant,KeySnowboard0064,SKU-SNW-2202-0008,VariantKeySNW-2202-0008,SNW-Image64-08-0008,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-64-01/0.jpg,700,700
image,KeySnowboard0065,SKU-SNW-3549,VariantKeySNW-3549,SNW-Image65-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-65-01/0.jpg,700,700
variant,KeySnowboard0065,SKU-SNW-3549-0001,VariantKeySNW-3549-0001,SNW-Image65-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-65-01/0.jpg,700,700
variant,KeySnowboard0065,SKU-SNW-3549-0002,VariantKeySNW-3549-0002,SNW-Image65-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-65-01/0.jpg,700,700
variant,KeySnowboard0065,SKU-SNW-3549-0003,VariantKeySNW-3549-0003,SNW-Image65-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-65-01/0.jpg,700,700
variant,KeySnowboard0065,SKU-SNW-3549-0004,VariantKeySNW-3549-0004,SNW-Image65-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-65-01/0.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/0.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/1.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/2.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/3.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/4.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-06,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/5.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-07,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/6.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-08,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/7.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-09,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/8.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-010,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/9.jpg,700,700
image,KeySnowboard0066,SKU-SNW-3571,VariantKeySNW-3571,SNW-Image66-011,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/10.jpg,700,700
variant,KeySnowboard0066,SKU-SNW-3571-0001,VariantKeySNW-3571-0001,SNW-Image66-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/0.jpg,700,700
variant,KeySnowboard0066,SKU-SNW-3571-0002,VariantKeySNW-3571-0002,SNW-Image66-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/0.jpg,700,700
variant,KeySnowboard0066,SKU-SNW-3571-0003,VariantKeySNW-3571-0003,SNW-Image66-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-66-01/0.jpg,700,700
image,KeySnowboard0067,SKU-SNW-3301,VariantKeySNW-3301,SNW-Image67-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-67-01/0.jpg,700,700
variant,KeySnowboard0067,SKU-SNW-3301-0001,VariantKeySNW-3301-0001,SNW-Image67-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-67-01/0.jpg,700,700
variant,KeySnowboard0067,SKU-SNW-3301-0002,VariantKeySNW-3301-0002,SNW-Image67-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-67-01/0.jpg,700,700
variant,KeySnowboard0067,SKU-SNW-3301-0003,VariantKeySNW-3301-0003,SNW-Image67-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-67-01/0.jpg,700,700
image,KeySnowboard0068,SKU-SNW-4731,VariantKeySNW-4731,SNW-Image68-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-68-01/0.jpg,700,700
image,KeySnowboard0068,SKU-SNW-4731,VariantKeySNW-4731,SNW-Image68-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-68-01/1.jpg,700,700
image,KeySnowboard0068,SKU-SNW-4731,VariantKeySNW-4731,SNW-Image68-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-68-01/2.jpg,700,700
image,KeySnowboard0068,SKU-SNW-4731,VariantKeySNW-4731,SNW-Image68-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-68-01/3.jpg,700,700
variant,KeySnowboard0068,SKU-SNW-4731-0001,VariantKeySNW-4731-0001,SNW-Image68-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-68-01/0.jpg,700,700
variant,KeySnowboard0068,SKU-SNW-4731-0002,VariantKeySNW-4731-0002,SNW-Image68-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-68-01/0.jpg,700,700
variant,KeySnowboard0068,SKU-SNW-4731-0003,VariantKeySNW-4731-0003,SNW-Image68-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-68-01/0.jpg,700,700
variant,KeySnowboard0068,SKU-SNW-4731-0004,VariantKeySNW-4731-0004,SNW-Image68-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-68-01/0.jpg,700,700
variant,KeySnowboard0068,SKU-SNW-4731-0005,VariantKeySNW-4731-0005,SNW-Image68-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-68-01/0.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/0.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/1.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/2.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/3.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/4.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-06,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/5.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-07,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/6.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-08,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/7.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-09,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/8.jpg,700,700
image,KeySnowboard0069,SKU-SNW-2457,VariantKeySNW-2457,SNW-Image69-010,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/9.jpg,700,700
variant,KeySnowboard0069,SKU-SNW-2457-0001,VariantKeySNW-2457-0001,SNW-Image69-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/0.jpg,700,700
variant,KeySnowboard0069,SKU-SNW-2457-0002,VariantKeySNW-2457-0002,SNW-Image69-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/0.jpg,700,700
variant,KeySnowboard0069,SKU-SNW-2457-0003,VariantKeySNW-2457-0003,SNW-Image69-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/0.jpg,700,700
variant,KeySnowboard0069,SKU-SNW-2457-0004,VariantKeySNW-2457-0004,SNW-Image69-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-69-01/0.jpg,700,700
image,KeySnowboard0070,SKU-SNW-3372,VariantKeySNW-3372,SNW-Image70-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-70-01/0.jpg,700,700
image,KeySnowboard0070,SKU-SNW-3372,VariantKeySNW-3372,SNW-Image70-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-70-01/1.jpg,700,700
image,KeySnowboard0070,SKU-SNW-3372,VariantKeySNW-3372,SNW-Image70-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-70-01/2.jpg,700,700
image,KeySnowboard0070,SKU-SNW-3372,VariantKeySNW-3372,SNW-Image70-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-70-01/3.jpg,700,700
variant,KeySnowboard0070,SKU-SNW-3372-0001,VariantKeySNW-3372-0001,SNW-Image70-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-70-01/0.jpg,700,700
variant,KeySnowboard0070,SKU-SNW-3372-0002,VariantKeySNW-3372-0002,SNW-Image70-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-70-01/0.jpg,700,700
variant,KeySnowboard0070,SKU-SNW-3372-0003,VariantKeySNW-3372-0003,SNW-Image70-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-70-01/0.jpg,700,700
variant,KeySnowboard0070,SKU-SNW-3372-0004,VariantKeySNW-3372-0004,SNW-Image70-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-70-01/0.jpg,700,700
variant,KeySnowboard0070,SKU-SNW-3372-0005,VariantKeySNW-3372-0005,SNW-Image70-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-70-01/0.jpg,700,700
image,KeySnowboard0071,SKU-SNW-2853,VariantKeySNW-2853,SNW-Image71-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/0.jpg,700,700
image,KeySnowboard0071,SKU-SNW-2853,VariantKeySNW-2853,SNW-Image71-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/1.jpg,700,700
image,KeySnowboard0071,SKU-SNW-2853,VariantKeySNW-2853,SNW-Image71-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/2.jpg,700,700
image,KeySnowboard0071,SKU-SNW-2853,VariantKeySNW-2853,SNW-Image71-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/3.jpg,700,700
image,KeySnowboard0071,SKU-SNW-2853,VariantKeySNW-2853,SNW-Image71-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/4.jpg,700,700
image,KeySnowboard0071,SKU-SNW-2853,VariantKeySNW-2853,SNW-Image71-06,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/5.jpg,700,700
image,KeySnowboard0071,SKU-SNW-2853,VariantKeySNW-2853,SNW-Image71-07,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/6.jpg,700,700
variant,KeySnowboard0071,SKU-SNW-2853-0001,VariantKeySNW-2853-0001,SNW-Image71-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/0.jpg,700,700
variant,KeySnowboard0071,SKU-SNW-2853-0002,VariantKeySNW-2853-0002,SNW-Image71-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/0.jpg,700,700
variant,KeySnowboard0071,SKU-SNW-2853-0003,VariantKeySNW-2853-0003,SNW-Image71-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/0.jpg,700,700
variant,KeySnowboard0071,SKU-SNW-2853-0004,VariantKeySNW-2853-0004,SNW-Image71-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/0.jpg,700,700
variant,KeySnowboard0071,SKU-SNW-2853-0005,VariantKeySNW-2853-0005,SNW-Image71-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/0.jpg,700,700
variant,KeySnowboard0071,SKU-SNW-2853-0006,VariantKeySNW-2853-0006,SNW-Image71-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-71-01/0.jpg,700,700
image,KeySnowboard0072,SKU-SNW-2522,VariantKeySNW-2522,SNW-Image72-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/0.jpg,700,700
image,KeySnowboard0072,SKU-SNW-2522,VariantKeySNW-2522,SNW-Image72-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/1.jpg,700,700
image,KeySnowboard0072,SKU-SNW-2522,VariantKeySNW-2522,SNW-Image72-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/2.jpg,700,700
image,KeySnowboard0072,SKU-SNW-2522,VariantKeySNW-2522,SNW-Image72-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/3.jpg,700,700
image,KeySnowboard0072,SKU-SNW-2522,VariantKeySNW-2522,SNW-Image72-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/4.jpg,700,700
variant,KeySnowboard0072,SKU-SNW-2522-0001,VariantKeySNW-2522-0001,SNW-Image72-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/0.jpg,700,700
variant,KeySnowboard0072,SKU-SNW-2522-0002,VariantKeySNW-2522-0002,SNW-Image72-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/0.jpg,700,700
variant,KeySnowboard0072,SKU-SNW-2522-0003,VariantKeySNW-2522-0003,SNW-Image72-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/0.jpg,700,700
variant,KeySnowboard0072,SKU-SNW-2522-0004,VariantKeySNW-2522-0004,SNW-Image72-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/0.jpg,700,700
variant,KeySnowboard0072,SKU-SNW-2522-0005,VariantKeySNW-2522-0005,SNW-Image72-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-72-01/0.jpg,700,700
image,KeySnowboard0073,SKU-SNW-2913,VariantKeySNW-2913,SNW-Image73-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-73-01/0.jpg,700,700
variant,KeySnowboard0073,SKU-SNW-2913-0001,VariantKeySNW-2913-0001,SNW-Image73-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-73-01/0.jpg,700,700
variant,KeySnowboard0073,SKU-SNW-2913-0002,VariantKeySNW-2913-0002,SNW-Image73-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-73-01/0.jpg,700,700
variant,KeySnowboard0073,SKU-SNW-2913-0003,VariantKeySNW-2913-0003,SNW-Image73-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-73-01/0.jpg,700,700
variant,KeySnowboard0073,SKU-SNW-2913-0004,VariantKeySNW-2913-0004,SNW-Image73-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-73-01/0.jpg,700,700
variant,KeySnowboard0073,SKU-SNW-2913-0005,VariantKeySNW-2913-0005,SNW-Image73-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-73-01/0.jpg,700,700
image,KeySnowboard0074,SKU-SNW-4077,VariantKeySNW-4077,SNW-Image74-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-74-01/0.jpg,700,700
variant,KeySnowboard0074,SKU-SNW-4077-0001,VariantKeySNW-4077-0001,SNW-Image74-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-74-01/0.jpg,700,700
variant,KeySnowboard0074,SKU-SNW-4077-0002,VariantKeySNW-4077-0002,SNW-Image74-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-74-01/0.jpg,700,700
variant,KeySnowboard0074,SKU-SNW-4077-0003,VariantKeySNW-4077-0003,SNW-Image74-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-74-01/0.jpg,700,700
variant,KeySnowboard0074,SKU-SNW-4077-0004,VariantKeySNW-4077-0004,SNW-Image74-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-74-01/0.jpg,700,700
image,KeySnowboard0075,SKU-SNW-2378,VariantKeySNW-2378,SNW-Image75-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/0.jpg,700,700
image,KeySnowboard0075,SKU-SNW-2378,VariantKeySNW-2378,SNW-Image75-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/1.jpg,700,700
image,KeySnowboard0075,SKU-SNW-2378,VariantKeySNW-2378,SNW-Image75-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/2.jpg,700,700
image,KeySnowboard0075,SKU-SNW-2378,VariantKeySNW-2378,SNW-Image75-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/3.jpg,700,700
image,KeySnowboard0075,SKU-SNW-2378,VariantKeySNW-2378,SNW-Image75-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/4.jpg,700,700
image,KeySnowboard0075,SKU-SNW-2378,VariantKeySNW-2378,SNW-Image75-06,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/5.jpg,700,700
variant,KeySnowboard0075,SKU-SNW-2378-0001,VariantKeySNW-2378-0001,SNW-Image75-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/0.jpg,700,700
variant,KeySnowboard0075,SKU-SNW-2378-0002,VariantKeySNW-2378-0002,SNW-Image75-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/0.jpg,700,700
variant,KeySnowboard0075,SKU-SNW-2378-0003,VariantKeySNW-2378-0003,SNW-Image75-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/0.jpg,700,700
variant,KeySnowboard0075,SKU-SNW-2378-0004,VariantKeySNW-2378-0004,SNW-Image75-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/0.jpg,700,700
variant,KeySnowboard0075,SKU-SNW-2378-0005,VariantKeySNW-2378-0005,SNW-Image75-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/0.jpg,700,700
variant,KeySnowboard0075,SKU-SNW-2378-0006,VariantKeySNW-2378-0006,SNW-Image75-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-75-01/0.jpg,700,700
image,KeySnowboard0076,SKU-SNW-2567,VariantKeySNW-2567,SNW-Image76-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
image,KeySnowboard0076,SKU-SNW-2567,VariantKeySNW-2567,SNW-Image76-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/1.jpg,700,700
image,KeySnowboard0076,SKU-SNW-2567,VariantKeySNW-2567,SNW-Image76-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/2.jpg,700,700
image,KeySnowboard0076,SKU-SNW-2567,VariantKeySNW-2567,SNW-Image76-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/3.jpg,700,700
image,KeySnowboard0076,SKU-SNW-2567,VariantKeySNW-2567,SNW-Image76-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/4.jpg,700,700
image,KeySnowboard0076,SKU-SNW-2567,VariantKeySNW-2567,SNW-Image76-06,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/5.jpg,700,700
image,KeySnowboard0076,SKU-SNW-2567,VariantKeySNW-2567,SNW-Image76-07,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/6.jpg,700,700
variant,KeySnowboard0076,SKU-SNW-2567-0001,VariantKeySNW-2567-0001,SNW-Image76-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
variant,KeySnowboard0076,SKU-SNW-2567-0002,VariantKeySNW-2567-0002,SNW-Image76-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
variant,KeySnowboard0076,SKU-SNW-2567-0003,VariantKeySNW-2567-0003,SNW-Image76-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
variant,KeySnowboard0076,SKU-SNW-2567-0004,VariantKeySNW-2567-0004,SNW-Image76-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
variant,KeySnowboard0076,SKU-SNW-2567-0005,VariantKeySNW-2567-0005,SNW-Image76-05-0005,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
variant,KeySnowboard0076,SKU-SNW-2567-0006,VariantKeySNW-2567-0006,SNW-Image76-06-0006,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
variant,KeySnowboard0076,SKU-SNW-2567-0007,VariantKeySNW-2567-0007,SNW-Image76-07-0007,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
variant,KeySnowboard0076,SKU-SNW-2567-0008,VariantKeySNW-2567-0008,SNW-Image76-08-0008,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
variant,KeySnowboard0076,SKU-SNW-2567-0009,VariantKeySNW-2567-0009,SNW-Image76-09-0009,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-76-01/0.jpg,700,700
image,KeySnowboard0077,SKU-SNW-3640,VariantKeySNW-3640,SNW-Image77-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/0.jpg,700,700
image,KeySnowboard0077,SKU-SNW-3640,VariantKeySNW-3640,SNW-Image77-02,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/1.jpg,700,700
image,KeySnowboard0077,SKU-SNW-3640,VariantKeySNW-3640,SNW-Image77-03,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/2.jpg,700,700
image,KeySnowboard0077,SKU-SNW-3640,VariantKeySNW-3640,SNW-Image77-04,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/3.jpg,700,700
image,KeySnowboard0077,SKU-SNW-3640,VariantKeySNW-3640,SNW-Image77-05,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/4.jpg,700,700
image,KeySnowboard0077,SKU-SNW-3640,VariantKeySNW-3640,SNW-Image77-06,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/5.jpg,700,700
variant,KeySnowboard0077,SKU-SNW-3640-0001,VariantKeySNW-3640-0001,SNW-Image77-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/0.jpg,700,700
variant,KeySnowboard0077,SKU-SNW-3640-0002,VariantKeySNW-3640-0002,SNW-Image77-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/0.jpg,700,700
variant,KeySnowboard0077,SKU-SNW-3640-0003,VariantKeySNW-3640-0003,SNW-Image77-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/0.jpg,700,700
variant,KeySnowboard0077,SKU-SNW-3640-0004,VariantKeySNW-3640-0004,SNW-Image77-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-77-01/0.jpg,700,700
image,KeySnowboard0078,SKU-SNW-2904,VariantKeySNW-2904,SNW-Image78-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-78-01/0.jpg,700,700
variant,KeySnowboard0078,SKU-SNW-2904-0001,VariantKeySNW-2904-0001,SNW-Image78-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-78-01/0.jpg,700,700
variant,KeySnowboard0078,SKU-SNW-2904-0002,VariantKeySNW-2904-0002,SNW-Image78-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-78-01/0.jpg,700,700
variant,KeySnowboard0078,SKU-SNW-2904-0003,VariantKeySNW-2904-0003,SNW-Image78-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-78-01/0.jpg,700,700
variant,KeySnowboard0078,SKU-SNW-2904-0004,VariantKeySNW-2904-0004,SNW-Image78-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-78-01/0.jpg,700,700
image,KeySnowboard0079,SKU-SNW-2896,VariantKeySNW-2896,SNW-Image79-01,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-79-01/0.jpg,700,700
variant,KeySnowboard0079,SKU-SNW-2896-0001,VariantKeySNW-2896-0001,SNW-Image79-01-0001,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-79-01/0.jpg,700,700
variant,KeySnowboard0079,SKU-SNW-2896-0002,VariantKeySNW-2896-0002,SNW-Image79-02-0002,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-79-01/0.jpg,700,700
variant,KeySnowboard0079,SKU-SNW-2896-0003,VariantKeySNW-2896-0003,SNW-Image79-03-0003,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-79-01/0.jpg,700,700
variant,KeySnowboard0079,SKU-SNW-2896-0004,VariantKeySNW-2896-0004,SNW-Image79-04-0004,https://raw.githubusercontent.com/ksarise/parser/main/assets/SNW-79-01/0.jpg,700,700
